,size,phrase
es_gsd-ud-train_10820.graphml,29,"Después de 10 años de construcción dondé se produjeron cambios en el proyecto hubo la inauguración del primer tramo en 2007, por el alcalde Gilberto Kassab."
es_gsd-ud-train_826.graphml,22,"Su reinado fue una época de relativa prosperidad para esta clase, a pesar del estado casi constante de guerra."
es_gsd-ud-train_8547.graphml,42,"Lo que si debe estar claro es que el crédito adicional es para cubrir el aumento salarial de trabajadores de la Alcaldía y entes descentralizados, lo que es establecido en la ordenanza de presupuestos y gastos en su artículo 14."
es_gsd-ud-train_2092.graphml,17,En el trabajo es el tiempo de los balances y la planificación para el año entrante.
es_gsd-ud-train_3598.graphml,24,En octubre de 2010 se incorpora a Onda Cero en Cataluña para producir el magazín Això no és tot presentado por Eduard Buil.
es_gsd-ud-train_2873.graphml,4,Muniz Barreto murió.
es_gsd-ud-train_1280.graphml,18,"Y volvi a comprar otro vale, de dos chuletones de Buey de medio kg cada uno."
es_gsd-ud-train_10958.graphml,24,"Según la Oficina del Censo, el condado tiene un área total de, de la cual es tierra y es agua."
es_gsd-ud-train_5835.graphml,61,Pero es también un chantaje porque con ello se pretende que el Gobierno de Colombia no emita ninguna crítica ni mucho menos una defensa de la democracia venezolana a costa de perder las ventajas de ser amigo de este gobierno y participar de la botija que dicho sea de paso ya está demasiado vacía como para andar comprando nuevas conciencias.
es_gsd-ud-train_9135.graphml,61,"Estas técnicas neuroendoscópicas o exoscópicas constituyen una alternativa enormemente atractiva en África, especialmente a la hora de abordar casos de malformaciones graves del sistema nervioso, sobre todo la hidrocefalia, ""patología ésta que tiene una elevada incidencia en África, puesto que se asocia a déficit de ácido fólico en el embarazo"", destacó Qureshi."
es_gsd-ud-train_8557.graphml,47,"El presidente del grupo municipal del PP en el Ayuntamiento de Barcelona, Alberto Fernández Díaz, ha criticado la falta de previsión y sensibilidad del Consistorio por las retenciones kilométricas en los accesos a los cementerios el día de Todos los Santos."
es_gsd-ud-train_2082.graphml,10,Alemania era el país con el mayor crecimiento económico.
es_gsd-ud-train_3588.graphml,33,"Durante la rueda de prensa en el Comité Directivo Estatal del PAN, el ex alcalde aseveraría que, aunque su administración fue muy cuestionada, nunca se comprobó ninguna irregularidad."
es_gsd-ud-train_836.graphml,12,Bell Helicopter Corporation comenzó a producir el UH - 1 Iroquois.
es_gsd-ud-train_10830.graphml,28,"Los petirrojos son omnívoros, es decir, consumen plantas y animales, y por esta razón están presentes en las redes de pastoreo y de detritos."
es_gsd-ud-train_5825.graphml,49,"Es posible que la revuelta fuera instigada por Ptolomeo II de Egipto, así que las campañas posteriores de Antíoco se debieron más probablemente a la consolidación del dominio de los territorios obtenidos después de la batalla de Corupedio que a la necesidad de sofocar rebeliones internas."
es_gsd-ud-train_9125.graphml,14,La presente publicación debe estar lejos de toda atención de la opinión pública.
es_gsd-ud-train_2863.graphml,20,"Rodolfo Liviero es un escultor autodidacta, nacido en Córdoba (Argentina) el 12 de abril de 1948."
es_gsd-ud-train_1290.graphml,18,Con una agenda que incluyía entre ellos algunos de los mayores festivales y giras del año.
es_gsd-ud-train_10948.graphml,51,"Sin entrar a valorar las razones de esos hechos, uno de los vídeos que más ha circulado por la red y por los medios informativos es el de un chaval, un joven estudiante de 20 años de origen malayo que está tirado herido en el suelo, sangrando."
es_gsd-ud-train_1907.graphml,29,"Luis Eduardo Chataing (Caracas, 13 de agosto de 1906 -- Caracas, 11 de noviembre de 1971) fue un arquitecto de oficio y matemático venezolano."
es_gsd-ud-train_8621.graphml,40,"Desgraciadamente este cómic fue rechazado por las grandes editoriales tachándolo de poco comercial y actualmente solo se puede adquirir en algún sex - shop como artículo relacionado con el fetichismo, o mediante compra directa al autor."
es_gsd-ud-train_6941.graphml,25,"Aportan ideas que ayudan a mejorar el saldo de la comunidad, persiguen a los morosos, trabajan con proveedores muy bien de precio."
es_gsd-ud-train_3786.graphml,24,"Lo primero que hay que hacer es ""humanizar el conflicto, definir quiénes son los combatientes y sacar a la población civil."
es_gsd-ud-train_13954.graphml,34,"Pero bueno, cada cual intenta pensar lo mejor de sí mismo, y ni siquiera ellos pueden sustraerse a las referencias conductuales de la modernidad, a la que tanto odian."
es_gsd-ud-train_9253.graphml,12,Como la mayoría de las ONG no tiene fines de lucro.
es_gsd-ud-train_8759.graphml,40,"Merlaut es una población y comuna francesa, en la región de Champaña - Ardenas, departamento de Marne, en el distrito de Vitry - le - François y cantón de Vitry - le - François - Est."
es_gsd-ud-train_6839.graphml,33,El municipio 6 Hot Springs (en inglés: Township 6 Hot Springs) es un municipio ubicado en el condado de Madison en el estado estadounidense de Carolina del Norte.
es_gsd-ud-train_6951.graphml,17,"Según el censo de 2010, había 13061 personas residiendo en el municipio de Aux Sable."
es_gsd-ud-train_1917.graphml,49,"A Buendía se le suman algunos vecinos de Tarapacá, tras casi cinco horas de lucha las municiones de los peruanos empiezan a agotarse lo que estos solucionan fundiendo una imagen del niño Jesús hecha de plomo y que pertenecía a la capilla del pueblo."
es_gsd-ud-train_8631.graphml,42,Tras la Batalla de Montjuic (1705) y la pérdida de la fortaleza que dominaba la ciudad el virrey Velasco acabó capitulando en octubre de 1705 y la ciudad recibió al archiduque Carlos de Austria como a un libertador.
es_gsd-ud-train_6829.graphml,21,"La tesis fundamental prevista por el gobierno era la amnistía, y el indulto figuraba como alternativa ante una emergencia."
es_gsd-ud-train_3796.graphml,22,"En 2004, el retardo típico de recepción de señales desde Australia o Japón hacia los EE.UU. era de 0,18 s."
es_gsd-ud-train_9243.graphml,25,"El menú de mediodía es excepcional y, aunque sea un poco más caro que otros locales de la zona, vale la pena."
es_gsd-ud-train_13944.graphml,22,Se espera que el argentino firme por lo menos por las cuatro temporadas que le quedarían de fútbol a alto nivel.
es_gsd-ud-train_8749.graphml,18,Creagrutus veruina es una especie de peces de la familia Characidae en el orden de los Characiformes.
es_gsd-ud-train_7387.graphml,18,Sus coordenadas geográficas son 36 ° 25'N 6 ° 09'O y su altitud es de 11 msnm.
es_gsd-ud-train_4974.graphml,11,Tras esta acción se produjo el desafortunado Saqueo de Amberes.
es_gsd-ud-train_11180.graphml,20,"El estadounidense de Gerolsteiner Levi Leipheimer se impone en el Dauphiné Libéré, por delante de Moreau y Kohl."
es_gsd-ud-train_8074.graphml,26,Ya casi ni me acuerdo que las llevo de lo bien que me van y son finas y me las cambio sin problemas de zapatos.
es_gsd-ud-train_3932.graphml,25,Dichos armónicos son los responsables de modular el sonido fundamental y son los que producen la forma de onda compleja de cada instrumento musical.
es_gsd-ud-train_11819.graphml,19,"The Magician explica que no puede recibir órdenes de una criatura inferior, como son los seres humanos."
es_gsd-ud-train_9406.graphml,40,"Esto no tendría un impacto inmediato sobre el amplio volumen de granjeros que utilizasen semillas híbridas, siendo que ellos no producirían sus propias semillas para fines de siembra, sino que comprarían semillas híbridas especiales de compañías especializadas."
es_gsd-ud-train_13698.graphml,10,La gira se realizo en promoción del álbum.
es_gsd-ud-train_4195.graphml,30,La temperatura promedio anual de 25 ° C (77 º F) y lluvias abundantes durante casi todo el año (1 641.5 mm ó 646.26 pulgadas).
es_gsd-ud-train_8895.graphml,20,"La granja Pooshe ahora se encuentra bajo las aguas del lago Moultrie, que fue creado en 1939."
es_gsd-ud-train_12392.graphml,31,"Entre las investigaciones que han resultado entre los socios, destaca una que se convirtió en un libro llamado ""El color de los candidatos"" escrito por la Dra."
es_gsd-ud-train_11961.graphml,20,"Además nos posicionaron en las primeras posiciones de Google, Yahoo y Terra sin cobrarnos más por ello."
es_gsd-ud-train_3922.graphml,29,"En ciertos modelos de automóviles Alfa Romeo dotados con el sistema de personalización Alfa DNA, las versiones más recientes del sistema CONNECT puede interactuar con este."
es_gsd-ud-train_11809.graphml,75,"Por proximidad a mi trabajo suelo ir a otro centro del cual estoy muy contenta, me hablaron de MIMASAJE y quise probarlo, nada más entrar, la sensacion ha sido realmente fantastica, te sientes envuelto en un ambiente de extremo relax, estoy operada de escoliosis, a la hora de hacer un masaje es muy importante que los terapeutas sean profesionales, y en mimasaje lo he encontrado."
es_gsd-ud-train_7397.graphml,29,"Además en 1967 prestó sus bases para operar desde ellas los cazas, los aviones de reconocimiento y los terroríficos B52 que tantos daños y bajas civiles causaron."
es_gsd-ud-train_4964.graphml,14,Me hospedé 7 días con mi esposo y mi hijo de 3 años.
es_gsd-ud-train_11190.graphml,32,"El Jardín Botánico Faustino Miranda es un jardín botánico de unas 4,4 hectáreas de extensión que alberga especies vegetales del estado de Chiapas, México, de diferentes zonas bioclimáticas."
es_gsd-ud-train_8064.graphml,39,"Vueling, la aerolínea de nueva generación, y el musical HAIR Love & Rock Musical se unen para hacer ""volar"" al público del Teatro Apolo de Barcelona a partir del próximo diciembre."
es_gsd-ud-train_4185.graphml,9,¿A qué esperáis para sorprender a papá?
es_gsd-ud-train_13688.graphml,14,Las hojas tienen márgenes enteros pero se desintegran en fibras hacia el ápice.
es_gsd-ud-train_12382.graphml,31,"Esto aumenta la probabilidad de que los recursos pesqueros sean manejados adecuadamente, porque, a menudo, se encuentra que los métodos tradicionales tienen una base de prácticas sustentables."
es_gsd-ud-train_8885.graphml,49,"Con una serie de recesos en su historia, Congreso ha escrito su nombre en la historia de la música popular chilena, con una fundamental fusión que, pese a todo, se mantiene vigente y saludable, gozando de un enorme respeto en la comunidad musical."
es_gsd-ud-train_11971.graphml,5,Se encuentra en Turquía.
es_gsd-ud-train_9416.graphml,48,"El cocinero encargado de clausurar la XI Mostra de Cuina Marinera de La Vila Joiosa, Fran Martínez García, es el jefe de cocina y propietario, junto a su esposa Cristina Díaz, del restaurante ""Maralba"", en Almansa (Albacete)."
es_gsd-ud-train_1027.graphml,16,"En los años 20, ya exisitía en Burriana un equipo representativo de la ciudad."
es_gsd-ud-train_12406.graphml,9,La muerte y las necesidades eran algo habitual.
es_gsd-ud-train_4601.graphml,15,Este monstruo ha mutado accidentalmente por alimentarse de animales infectados con el virus.
es_gsd-ud-train_6061.graphml,31,Las corrientes de aire globales unen la atmósfera mantieniendo casi el mismo equilibrio de los elementos en áreas de intensa actividad biológica y las áreas de la actividad biológica ligera.
es_gsd-ud-train_8698.graphml,37,"La escalera continúa hacia la azotea de la casa, donde se sitúa el mirador desde el que se observa el Puerto de la Ribera y toda la desembocadura del Río Tinto hasta el mar."
es_gsd-ud-train_3647.graphml,31,"La ley que creaba el departamento de Amazonas contenía una serie de normas para promover su desarrollo económico, incluyendo exoneraciones de derechos en su comercio con Ecuador y Brasil."
es_gsd-ud-train_10266.graphml,17,La prensa inglesa publica este miércoles el supuesto interés del Arsenal en el azulgrana Mascherano.
es_gsd-ud-train_13895.graphml,29,"En los Estados Unidos, las tres mayores cadenas televisivas (ABC, CBS y NBC) transmitieron el ""debate de cocina"" el 25 de julio."
es_gsd-ud-train_9392.graphml,20,Empezando con el Padre Junípero Serra y siguiendo con los bustos de Carlos V y Felipe II de España.
es_gsd-ud-train_260.graphml,18,"La relación mieloeritroide varía entre 10:1 y 50:1 (lo normal es de 2:1 a 4,5:1)."
es_gsd-ud-train_5273.graphml,68,"""Queremos que el gobernador pida disculpas públicas a través de los medios por este error que cometió y que para la próxima vez que quiera reunirse con nosotros para ver estos temas lo haga en su oficina o en otro lugar, que no nos deje en evidencia frente al resto de la población, porque ahora somos considerados soplones"", manifestó Cano."
es_gsd-ud-train_6880.graphml,21,El chorlito dorado chico o chorlo pampa (Pluvialis dominica) es una especie de ave Charadriiforme de la familia Charadriidae
es_gsd-ud-train_4779.graphml,22,"Su litoral está enteramente ocupado por la playa de Samil, uno de los símbolos turísticos de la ciudad de Vigo."
es_gsd-ud-train_13074.graphml,11,"Cormier fue clasificado 2 º y Collignon, 3 º."
es_gsd-ud-train_2235.graphml,23,"Dificil encontrar un servicio mejor que en este centro, Mónica es una fisioterapeuta excepcional y una gran profesional, lo recomiendo."
es_gsd-ud-train_11614.graphml,19,Este consorcio inició con prontitud las obras de construcción de la infraestructura para un metro en viaducto elevado.
es_gsd-ud-train_6119.graphml,23,"Es una planta herbácea que alcanza un tamaño de 20-80 cm de altura, cespitosa, cubierta con pelos de 0,1-0,3 mm."
